aman,they love,amar - to love,conjugation:indicative-present infinitive:amar
apagar,to turn off,,conjugation:infinitive infinitive:apagar
apago,I extinguish,apagar - to turn off,conjugation:indicative-present infinitive:apagar
apagas,you turn off,apagar - to turn off,conjugation:indicative-present infinitive:apagar
apaga,he extinguishes,apagar - to turn off,conjugation:indicative-present infinitive:apagar
apagamos,we extinguish,apagar - to turn off,conjugation:indicative-present infinitive:apagar
apagan,they go out,apagar - to turn off,conjugation:indicative-present infinitive:apagar
aparecer,to appear,,conjugation:infinitive infinitive:aparecer
aparezco,I appear,aparecer - to appear,conjugation:indicative-present infinitive:aparecer
apareces,you appear,aparecer - to appear,conjugation:indicative-present infinitive:aparecer
aparece,he appears,aparecer - to appear,conjugation:indicative-present infinitive:aparecer
aparecemos,we appear,aparecer - to appear,conjugation:indicative-present infinitive:aparecer
aparecen,they appear,aparecer - to appear,conjugation:indicative-present infinitive:aparecer
aplaudir,"to applaud, to clap",,conjugation:infinitive infinitive:aplaudir
aplaudo,I applaud,"aplaudir - to applaud, to clap",conjugation:indicative-present infinitive:aplaudir
aplaudes,you applaud,"aplaudir - to applaud, to clap",conjugation:indicative-present infinitive:aplaudir
aplaude,he applauds,"aplaudir - to applaud, to clap",conjugation:indicative-present infinitive:aplaudir
aplaudimos,we applaud,"aplaudir - to applaud, to clap",conjugation:indicative-present infinitive:aplaudir
aplauden,they applaud,"aplaudir - to applaud, to clap",conjugation:indicative-present infinitive:aplaudir
arrebatar,to snatch,,conjugation:infinitive infinitive:arrebatar
me arrebato,I get carried away,arrebatar - to snatch,conjugation:indicative-present infinitive:arrebatar
te arrebatas,you get carried away,arrebatar - to snatch,conjugation:indicative-present infinitive:arrebatar
se arrebata,he gets carried away,arrebatar - to snatch,conjugation:indicative-present infinitive:arrebatar
nos arrebatamos,we get carried away,arrebatar - to snatch,conjugation:indicative-present infinitive:arrebatar
se arrebatan,they get carried away,arrebatar - to snatch,conjugation:indicative-present infinitive:arrebatar
atravesar,"to cross, to go through (through)",,conjugation:infinitive infinitive:atravesar
atravieso,I cross (through),"atravesar - to cross, to go through (through)",conjugation:indicative-present infinitive:atravesar
atraviesas,you go through (through),"atravesar - to cross, to go through (through)",conjugation:indicative-present infinitive:atravesar
atraviesa,he crosses (through),"atravesar - to cross, to go through (through)",conjugation:indicative-present infinitive:atravesar
atravesamos,we cross (through),"atravesar - to cross, to go through (through)",conjugation:indicative-present infinitive:atravesar
atraviesan,they traverse (through),"atravesar - to cross, to go through (through)",conjugation:indicative-present infinitive:atravesar
ayudar,to help,,conjugation:infinitive infinitive:ayudar
ayudo,I help,ayudar - to help,conjugation:indicative-present infinitive:ayudar
ayudas,you help,ayudar - to help,conjugation:indicative-present infinitive:ayudar
ayuda,he helps,ayudar - to help,conjugation:indicative-present infinitive:ayudar
ayudamos,we help,ayudar - to help,conjugation:indicative-present infinitive:ayudar
ayudan,they help,ayudar - to help,conjugation:indicative-present infinitive:ayudar
bajar,"to go down, to decrease",,conjugation:infinitive infinitive:bajar
bajo,I under,"bajar - to go down, to decrease",conjugation:indicative-present infinitive:bajar
bajas,you low,"bajar - to go down, to decrease",conjugation:indicative-present infinitive:bajar
baja,he goes down,"bajar - to go down, to decrease",conjugation:indicative-present infinitive:bajar
bajamos,we go down,"bajar - to go down, to decrease",conjugation:indicative-present infinitive:bajar
bajan,they go down,"bajar - to go down, to decrease",conjugation:indicative-present infinitive:bajar
barrer,to sweep,,conjugation:infinitive infinitive:barrer
barro,I sweep,barrer - to sweep,conjugation:indicative-present infinitive:barrer
barres,you barres,barrer - to sweep,conjugation:indicative-present infinitive:barrer
barre,he sweeps,barrer - to sweep,conjugation:indicative-present infinitive:barrer
barremos,we sweep,barrer - to sweep,conjugation:indicative-present infinitive:barrer
barren,they sweep,barrer - to sweep,conjugation:indicative-present infinitive:barrer
bañar,to take a bath,,conjugation:infinitive infinitive:bañar
baño,I bath,bañar - to take a bath,conjugation:indicative-present infinitive:bañar
bañas,you bathe,bañar - to take a bath,conjugation:indicative-present infinitive:bañar
baña,he bathes,bañar - to take a bath,conjugation:indicative-present infinitive:bañar
bañamos,we bathe,bañar - to take a bath,conjugation:indicative-present infinitive:bañar
bañan,they bathe,bañar - to take a bath,conjugation:indicative-present infinitive:bañar
beber,to drink,,conjugation:infinitive infinitive:beber
bebo,I drink,beber - to drink,conjugation:indicative-present infinitive:beber
bebes,you drink,beber - to drink,conjugation:indicative-present infinitive:beber
bebe,he drinks,beber - to drink,conjugation:indicative-present infinitive:beber
bebemos,we drink,beber - to drink,conjugation:indicative-present infinitive:beber
beben,they drink,beber - to drink,conjugation:indicative-present infinitive:beber
besar,to kiss,,conjugation:infinitive infinitive:besar
beso,I kiss,besar - to kiss,conjugation:indicative-present infinitive:besar
besas,you kiss,besar - to kiss,conjugation:indicative-present infinitive:besar
besa,he kisses,besar - to kiss,conjugation:indicative-present infinitive:besar
besamos,we kiss,besar - to kiss,conjugation:indicative-present infinitive:besar
besan,they kiss,besar - to kiss,conjugation:indicative-present infinitive:besar
borrar,to delete,,conjugation:infinitive infinitive:borrar
borro,I erase,borrar - to delete,conjugation:indicative-present infinitive:borrar
borras,you erase,borrar - to delete,conjugation:indicative-present infinitive:borrar
borra,he erases,borrar - to delete,conjugation:indicative-present infinitive:borrar
borramos,we delete,borrar - to delete,conjugation:indicative-present infinitive:borrar
borran,they deleted,borrar - to delete,conjugation:indicative-present infinitive:borrar
bromear,to joke,,conjugation:infinitive infinitive:bromear
bromeo,I joke,bromear - to joke,conjugation:indicative-present infinitive:bromear
bromeas,you kidding,bromear - to joke,conjugation:indicative-present infinitive:bromear
bromea,he jokes,bromear - to joke,conjugation:indicative-present infinitive:bromear
bromeamos,we joke,bromear - to joke,conjugation:indicative-present infinitive:bromear
bromean,they joke,bromear - to joke,conjugation:indicative-present infinitive:bromear
burlar,"to trick, to deceive (deceptively)",,conjugation:infinitive infinitive:burlar
burlo,I joke (deceptively),"burlar - to trick, to deceive (deceptively)",conjugation:indicative-present infinitive:burlar
burlas,you joke (deceptively),"burlar - to trick, to deceive (deceptively)",conjugation:indicative-present infinitive:burlar
burla,he jokes (deceptively),"burlar - to trick, to deceive (deceptively)",conjugation:indicative-present infinitive:burlar
burlamos,we joke (deceptively),"burlar - to trick, to deceive (deceptively)",conjugation:indicative-present infinitive:burlar
burlan,they joke (deceptively),"burlar - to trick, to deceive (deceptively)",conjugation:indicative-present infinitive:burlar
buscar,to look for,,conjugation:infinitive infinitive:buscar
busco,I look,buscar - to look for,conjugation:indicative-present infinitive:buscar
buscas,you are looking for,buscar - to look for,conjugation:indicative-present infinitive:buscar
busca,he looks,buscar - to look for,conjugation:indicative-present infinitive:buscar
buscamos,we seek,buscar - to look for,conjugation:indicative-present infinitive:buscar
buscan,they seek,buscar - to look for,conjugation:indicative-present infinitive:buscar
caber,to fit,,conjugation:infinitive infinitive:caber
quepo,I fit,caber - to fit,conjugation:indicative-present infinitive:caber
cabes,you fit,caber - to fit,conjugation:indicative-present infinitive:caber
cabe,he fits,caber - to fit,conjugation:indicative-present infinitive:caber
cabemos,we fit,caber - to fit,conjugation:indicative-present infinitive:caber
caben,they fit,caber - to fit,conjugation:indicative-present infinitive:caber
caer,to fall,,conjugation:infinitive infinitive:caer
caigo,I fall,caer - to fall,conjugation:indicative-present infinitive:caer
caes,you fall,caer - to fall,conjugation:indicative-present infinitive:caer
cae,he falls,caer - to fall,conjugation:indicative-present infinitive:caer
caemos,we fall,caer - to fall,conjugation:indicative-present infinitive:caer
caen,they fall,caer - to fall,conjugation:indicative-present infinitive:caer
calentar,"to heat up, to warm up",,conjugation:infinitive infinitive:calentar
caliento,I warm,"calentar - to heat up, to warm up",conjugation:indicative-present infinitive:calentar
calientas,you heat up,"calentar - to heat up, to warm up",conjugation:indicative-present infinitive:calentar
calienta,he warms,"calentar - to heat up, to warm up",conjugation:indicative-present infinitive:calentar
calentamos,we warm,"calentar - to heat up, to warm up",conjugation:indicative-present infinitive:calentar
calientan,they heat up,"calentar - to heat up, to warm up",conjugation:indicative-present infinitive:calentar
cambiar,to change,,conjugation:infinitive infinitive:cambiar
cambio,I change,cambiar - to change,conjugation:indicative-present infinitive:cambiar
cambias,you change,cambiar - to change,conjugation:indicative-present infinitive:cambiar
cambia,he changes,cambiar - to change,conjugation:indicative-present infinitive:cambiar
cambiamos,we change,cambiar - to change,conjugation:indicative-present infinitive:cambiar
cambian,they change,cambiar - to change,conjugation:indicative-present infinitive:cambiar
cancelar,to cancel,,conjugation:infinitive infinitive:cancelar
cancelo,I cancel,cancelar - to cancel,conjugation:indicative-present infinitive:cancelar
cancelas,you cancel,cancelar - to cancel,conjugation:indicative-present infinitive:cancelar
cancela,he cancels,cancelar - to cancel,conjugation:indicative-present infinitive:cancelar
cancelamos,we cancel,cancelar - to cancel,conjugation:indicative-present infinitive:cancelar
cancelan,they cancel,cancelar - to cancel,conjugation:indicative-present infinitive:cancelar
cansar,"to tire out, to bore, to exhaust",,conjugation:infinitive infinitive:cansar
canso,I get tired,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-present infinitive:cansar
cansas,you get tired,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-present infinitive:cansar
cansa,he is tiring,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-present infinitive:cansar
cansamos,we got tired,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-present infinitive:cansar
cansan,they tired,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-present infinitive:cansar
cantar,to sing,,conjugation:infinitive infinitive:cantar
canto,I sing,cantar - to sing,conjugation:indicative-present infinitive:cantar
cantas,you sing,cantar - to sing,conjugation:indicative-present infinitive:cantar
canta,he sings,cantar - to sing,conjugation:indicative-present infinitive:cantar
cantamos,we sing,cantar - to sing,conjugation:indicative-present infinitive:cantar
cantan,they sing,cantar - to sing,conjugation:indicative-present infinitive:cantar
casar,to marry,,conjugation:infinitive infinitive:casar
caso,I case,casar - to marry,conjugation:indicative-present infinitive:casar
casas,you marry,casar - to marry,conjugation:indicative-present infinitive:casar
casa,he marries,casar - to marry,conjugation:indicative-present infinitive:casar
casamos,we got married,casar - to marry,conjugation:indicative-present infinitive:casar
casan,they marry,casar - to marry,conjugation:indicative-present infinitive:casar
cenar,to have dinner,,conjugation:infinitive infinitive:cenar
ceno,I frown,cenar - to have dinner,conjugation:indicative-present infinitive:cenar
cenas,you dinners,cenar - to have dinner,conjugation:indicative-present infinitive:cenar
cena,he has dinner,cenar - to have dinner,conjugation:indicative-present infinitive:cenar
cenamos,we have dinner,cenar - to have dinner,conjugation:indicative-present infinitive:cenar
cenan,they dine,cenar - to have dinner,conjugation:indicative-present infinitive:cenar
cepillar,to brush,,conjugation:infinitive infinitive:cepillar
cepillo,I brush,cepillar - to brush,conjugation:indicative-present infinitive:cepillar
cepillas,you brush,cepillar - to brush,conjugation:indicative-present infinitive:cepillar
cepilla,he brushes,cepillar - to brush,conjugation:indicative-present infinitive:cepillar
cepillamos,we brush,cepillar - to brush,conjugation:indicative-present infinitive:cepillar
cepillan,they brush,cepillar - to brush,conjugation:indicative-present infinitive:cepillar
cerrar,to close,,conjugation:infinitive infinitive:cerrar
cierro,I close,cerrar - to close,conjugation:indicative-present infinitive:cerrar
cierras,you close,cerrar - to close,conjugation:indicative-present infinitive:cerrar
cierra,he closes,cerrar - to close,conjugation:indicative-present infinitive:cerrar
cerramos,we close,cerrar - to close,conjugation:indicative-present infinitive:cerrar
cierran,they close,cerrar - to close,conjugation:indicative-present infinitive:cerrar
circular,"to circulate, to drive",,conjugation:infinitive infinitive:circular
circulo,I circle,"circular - to circulate, to drive",conjugation:indicative-present infinitive:circular
circulas,you circulate,"circular - to circulate, to drive",conjugation:indicative-present infinitive:circular
circula,he circulates,"circular - to circulate, to drive",conjugation:indicative-present infinitive:circular
circulamos,we circulate,"circular - to circulate, to drive",conjugation:indicative-present infinitive:circular
circulan,they circulate,"circular - to circulate, to drive",conjugation:indicative-present infinitive:circular
cobrar,to charge,,conjugation:infinitive infinitive:cobrar
cobro,I collect,cobrar - to charge,conjugation:indicative-present infinitive:cobrar
cobras,you charge,cobrar - to charge,conjugation:indicative-present infinitive:cobrar
cobra,he charges,cobrar - to charge,conjugation:indicative-present infinitive:cobrar
cobramos,we charge,cobrar - to charge,conjugation:indicative-present infinitive:cobrar
cobran,they charge,cobrar - to charge,conjugation:indicative-present infinitive:cobrar
cocinar,to cook,,conjugation:infinitive infinitive:cocinar
cocino,I cook,cocinar - to cook,conjugation:indicative-present infinitive:cocinar
cocinas,you cook,cocinar - to cook,conjugation:indicative-present infinitive:cocinar
cocina,he cooks,cocinar - to cook,conjugation:indicative-present infinitive:cocinar
cocinamos,we cook,cocinar - to cook,conjugation:indicative-present infinitive:cocinar
cocinan,they cook,cocinar - to cook,conjugation:indicative-present infinitive:cocinar
coger,"to grab, to take",,conjugation:infinitive infinitive:coger
cojo,I take,"coger - to grab, to take",conjugation:indicative-present infinitive:coger
coges,you take,"coger - to grab, to take",conjugation:indicative-present infinitive:coger
coge,he catches,"coger - to grab, to take",conjugation:indicative-present infinitive:coger
cogemos,we take,"coger - to grab, to take",conjugation:indicative-present infinitive:coger
cogen,they take,"coger - to grab, to take",conjugation:indicative-present infinitive:coger
comenzar,"to begin, to start (commence)",,conjugation:infinitive infinitive:comenzar
comienzo,I start (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-present infinitive:comenzar
comienzas,you start (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-present infinitive:comenzar
comienza,he begins (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-present infinitive:comenzar
comenzamos,we started (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-present infinitive:comenzar
comienzan,they begin (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-present infinitive:comenzar
comer,to eat,,conjugation:infinitive infinitive:comer
como,I like,comer - to eat,conjugation:indicative-present infinitive:comer
comes,you eat,comer - to eat,conjugation:indicative-present infinitive:comer
come,he eats,comer - to eat,conjugation:indicative-present infinitive:comer
comemos,we eat,comer - to eat,conjugation:indicative-present infinitive:comer
comen,they eat,comer - to eat,conjugation:indicative-present infinitive:comer
compartir,to share,,conjugation:infinitive infinitive:compartir
comparto,I agree with,compartir - to share,conjugation:indicative-present infinitive:compartir
compartes,you share,compartir - to share,conjugation:indicative-present infinitive:compartir
comparte,he shares,compartir - to share,conjugation:indicative-present infinitive:compartir
compartimos,we share,compartir - to share,conjugation:indicative-present infinitive:compartir
comparten,they share,compartir - to share,conjugation:indicative-present infinitive:compartir
complacer,to please,,conjugation:infinitive infinitive:complacer
complazco,I am pleased,complacer - to please,conjugation:indicative-present infinitive:complacer
complaces,you like,complacer - to please,conjugation:indicative-present infinitive:complacer
complace,he likes,complacer - to please,conjugation:indicative-present infinitive:complacer
complacemos,we are pleased,complacer - to please,conjugation:indicative-present infinitive:complacer
complacen,they like,complacer - to please,conjugation:indicative-present infinitive:complacer
componer,to fix; to compose,,conjugation:infinitive infinitive:componer
compongo,I compose,componer - to fix; to compose,conjugation:indicative-present infinitive:componer
compones,you compose,componer - to fix; to compose,conjugation:indicative-present infinitive:componer
compone,he composes,componer - to fix; to compose,conjugation:indicative-present infinitive:componer
componemos,we compose,componer - to fix; to compose,conjugation:indicative-present infinitive:componer
componen,they make up,componer - to fix; to compose,conjugation:indicative-present infinitive:componer
comprender,to understand; to include (comprehensively),,conjugation:infinitive infinitive:comprender
comprendo,I understand (comprehensively),comprender - to understand; to include (comprehensively),conjugation:indicative-present infinitive:comprender
comprendes,you understand (comprehensively),comprender - to understand; to include (comprehensively),conjugation:indicative-present infinitive:comprender
comprende,he understands (comprehensively),comprender - to understand; to include (comprehensively),conjugation:indicative-present infinitive:comprender
comprendemos,we understand (comprehensively),comprender - to understand; to include (comprehensively),conjugation:indicative-present infinitive:comprender
comprenden,they understand (comprehensively),comprender - to understand; to include (comprehensively),conjugation:indicative-present infinitive:comprender
conducir,"to lead, to drive",,conjugation:infinitive infinitive:conducir
conduzco,I drive,"conducir - to lead, to drive",conjugation:indicative-present infinitive:conducir
conduces,you drive,"conducir - to lead, to drive",conjugation:indicative-present infinitive:conducir
conduce,he leads,"conducir - to lead, to drive",conjugation:indicative-present infinitive:conducir
conducimos,we conduct,"conducir - to lead, to drive",conjugation:indicative-present infinitive:conducir
conducen,they conduct,"conducir - to lead, to drive",conjugation:indicative-present infinitive:conducir
conjugar,to combine (and make compatible),,conjugation:infinitive infinitive:conjugar
conjugo,I bring together (and make compatible),conjugar - to combine (and make compatible),conjugation:indicative-present infinitive:conjugar
conjugas,you bring together (and make compatible),conjugar - to combine (and make compatible),conjugation:indicative-present infinitive:conjugar
conjuga,he brings together (and make compatible),conjugar - to combine (and make compatible),conjugation:indicative-present infinitive:conjugar
conjugamos,we bring together (and make compatible),conjugar - to combine (and make compatible),conjugation:indicative-present infinitive:conjugar
conjugan,they combine (and make compatible),conjugar - to combine (and make compatible),conjugation:indicative-present infinitive:conjugar
conocer,"to know, to meet (a person, place, or thing)",,conjugation:infinitive infinitive:conocer
conozco,"I know (a person, place, or thing)","conocer - to know, to meet (a person, place, or thing)",conjugation:indicative-present infinitive:conocer
conoces,"you know (a person, place, or thing)","conocer - to know, to meet (a person, place, or thing)",conjugation:indicative-present infinitive:conocer
conoce,"he knows (a person, place, or thing)","conocer - to know, to meet (a person, place, or thing)",conjugation:indicative-present infinitive:conocer
conocemos,"we know (a person, place, or thing)","conocer - to know, to meet (a person, place, or thing)",conjugation:indicative-present infinitive:conocer
conocen,"they know (a person, place, or thing)","conocer - to know, to meet (a person, place, or thing)",conjugation:indicative-present infinitive:conocer
conseguir,to get,,conjugation:infinitive infinitive:conseguir
consigo,I get,conseguir - to get,conjugation:indicative-present infinitive:conseguir
consigues,you get,conseguir - to get,conjugation:indicative-present infinitive:conseguir
consigue,he gets,conseguir - to get,conjugation:indicative-present infinitive:conseguir
conseguimos,we manage,conseguir - to get,conjugation:indicative-present infinitive:conseguir
consiguen,they get,conseguir - to get,conjugation:indicative-present infinitive:conseguir
considerar,to consider,,conjugation:infinitive infinitive:considerar
considero,I consider,considerar - to consider,conjugation:indicative-present infinitive:considerar
consideras,you consider,considerar - to consider,conjugation:indicative-present infinitive:considerar
considera,he considers,considerar - to consider,conjugation:indicative-present infinitive:considerar
consideramos,we consider,considerar - to consider,conjugation:indicative-present infinitive:considerar
consideran,they consider,considerar - to consider,conjugation:indicative-present infinitive:considerar
construir,to build,,conjugation:infinitive infinitive:construir
construyo,I built,construir - to build,conjugation:indicative-present infinitive:construir
construyes,you build,construir - to build,conjugation:indicative-present infinitive:construir
construye,he builds,construir - to build,conjugation:indicative-present infinitive:construir
construimos,we build,construir - to build,conjugation:indicative-present infinitive:construir
construyen,they build,construir - to build,conjugation:indicative-present infinitive:construir
Port not available. Exiting...
contar,"to count, to tell",,conjugation:infinitive infinitive:contar
cuento,I count,"contar - to count, to tell",conjugation:indicative-present infinitive:contar
cuentas,you count,"contar - to count, to tell",conjugation:indicative-present infinitive:contar
cuenta,he counts,"contar - to count, to tell",conjugation:indicative-present infinitive:contar
contamos,we count,"contar - to count, to tell",conjugation:indicative-present infinitive:contar
cuentan,they count,"contar - to count, to tell",conjugation:indicative-present infinitive:contar
contener,to contain,,conjugation:infinitive infinitive:contener
contengo,I contain,contener - to contain,conjugation:indicative-present infinitive:contener
contienes,you contain,contener - to contain,conjugation:indicative-present infinitive:contener
contiene,he contains,contener - to contain,conjugation:indicative-present infinitive:contener
contenemos,we contain,contener - to contain,conjugation:indicative-present infinitive:contener
