Port not available. Exiting...
cancelaban,they canceled,cancelar - to cancel,conjugation:indicative-imperfect infinitive:cancelar
cansar,"to tire out, to bore, to exhaust",,conjugation:infinitive infinitive:cansar
cansaba,I tired,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-imperfect infinitive:cansar
cansabas,you were tiring,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-imperfect infinitive:cansar
cansaba,he tired,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-imperfect infinitive:cansar
cansábamos,we were tiring,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-imperfect infinitive:cansar
cansaban,they tired,"cansar - to tire out, to bore, to exhaust",conjugation:indicative-imperfect infinitive:cansar
cantar,to sing,,conjugation:infinitive infinitive:cantar
cantaba,I was singing,cantar - to sing,conjugation:indicative-imperfect infinitive:cantar
cantabas,you were singing,cantar - to sing,conjugation:indicative-imperfect infinitive:cantar
cantaba,he sang,cantar - to sing,conjugation:indicative-imperfect infinitive:cantar
cantábamos,we sang,cantar - to sing,conjugation:indicative-imperfect infinitive:cantar
cantaban,they sang,cantar - to sing,conjugation:indicative-imperfect infinitive:cantar
casar,to marry,,conjugation:infinitive infinitive:casar
casaba,I married,casar - to marry,conjugation:indicative-imperfect infinitive:casar
casabas,you were marrying,casar - to marry,conjugation:indicative-imperfect infinitive:casar
casaba,he married,casar - to marry,conjugation:indicative-imperfect infinitive:casar
casábamos,we were marrying,casar - to marry,conjugation:indicative-imperfect infinitive:casar
casaban,they married,casar - to marry,conjugation:indicative-imperfect infinitive:casar
cenar,to have dinner,,conjugation:infinitive infinitive:cenar
cenaba,I dined,cenar - to have dinner,conjugation:indicative-imperfect infinitive:cenar
cenabas,you had dinner,cenar - to have dinner,conjugation:indicative-imperfect infinitive:cenar
cenaba,he had dinner,cenar - to have dinner,conjugation:indicative-imperfect infinitive:cenar
cenábamos,we had dinner,cenar - to have dinner,conjugation:indicative-imperfect infinitive:cenar
cenaban,they had dinner,cenar - to have dinner,conjugation:indicative-imperfect infinitive:cenar
cepillar,to brush,,conjugation:infinitive infinitive:cepillar
cepillaba,I brushed,cepillar - to brush,conjugation:indicative-imperfect infinitive:cepillar
cepillabas,you cepillabas,cepillar - to brush,conjugation:indicative-imperfect infinitive:cepillar
cepillaba,he was brushing,cepillar - to brush,conjugation:indicative-imperfect infinitive:cepillar
cepillábamos,we were brushing,cepillar - to brush,conjugation:indicative-imperfect infinitive:cepillar
cepillaban,they brushed,cepillar - to brush,conjugation:indicative-imperfect infinitive:cepillar
cerrar,to close,,conjugation:infinitive infinitive:cerrar
cerraba,I closed,cerrar - to close,conjugation:indicative-imperfect infinitive:cerrar
cerrabas,you were closing,cerrar - to close,conjugation:indicative-imperfect infinitive:cerrar
cerraba,he closed,cerrar - to close,conjugation:indicative-imperfect infinitive:cerrar
cerrábamos,we were closing,cerrar - to close,conjugation:indicative-imperfect infinitive:cerrar
cerraban,they closed,cerrar - to close,conjugation:indicative-imperfect infinitive:cerrar
circular,"to circulate, to drive",,conjugation:infinitive infinitive:circular
circulaba,I circulated,"circular - to circulate, to drive",conjugation:indicative-imperfect infinitive:circular
circulabas,you circulabas,"circular - to circulate, to drive",conjugation:indicative-imperfect infinitive:circular
circulaba,he circulated,"circular - to circulate, to drive",conjugation:indicative-imperfect infinitive:circular
circulábamos,we circulated,"circular - to circulate, to drive",conjugation:indicative-imperfect infinitive:circular
circulaban,they were circulating,"circular - to circulate, to drive",conjugation:indicative-imperfect infinitive:circular
cobrar,to charge,,conjugation:infinitive infinitive:cobrar
cobraba,I was charging,cobrar - to charge,conjugation:indicative-imperfect infinitive:cobrar
cobrabas,you were charging,cobrar - to charge,conjugation:indicative-imperfect infinitive:cobrar
cobraba,he was charging,cobrar - to charge,conjugation:indicative-imperfect infinitive:cobrar
cobrábamos,we were charging,cobrar - to charge,conjugation:indicative-imperfect infinitive:cobrar
cobraban,they charged,cobrar - to charge,conjugation:indicative-imperfect infinitive:cobrar
cocinar,to cook,,conjugation:infinitive infinitive:cocinar
cocinaba,I cooked,cocinar - to cook,conjugation:indicative-imperfect infinitive:cocinar
cocinabas,you were cooking,cocinar - to cook,conjugation:indicative-imperfect infinitive:cocinar
cocinaba,he cooked,cocinar - to cook,conjugation:indicative-imperfect infinitive:cocinar
cocinábamos,we were cooking,cocinar - to cook,conjugation:indicative-imperfect infinitive:cocinar
cocinaban,they cooked,cocinar - to cook,conjugation:indicative-imperfect infinitive:cocinar
coger,"to grab, to take",,conjugation:infinitive infinitive:coger
cogía,I was taking,"coger - to grab, to take",conjugation:indicative-imperfect infinitive:coger
cogías,you were taking,"coger - to grab, to take",conjugation:indicative-imperfect infinitive:coger
cogía,he picked,"coger - to grab, to take",conjugation:indicative-imperfect infinitive:coger
cogíamos,we got,"coger - to grab, to take",conjugation:indicative-imperfect infinitive:coger
cogían,they caught,"coger - to grab, to take",conjugation:indicative-imperfect infinitive:coger
colgar,to hang,,conjugation:infinitive infinitive:colgar
colgaba,I hung,colgar - to hang,conjugation:indicative-imperfect infinitive:colgar
colgabas,you were hanging,colgar - to hang,conjugation:indicative-imperfect infinitive:colgar
colgaba,he hung,colgar - to hang,conjugation:indicative-imperfect infinitive:colgar
colgábamos,we were hanging,colgar - to hang,conjugation:indicative-imperfect infinitive:colgar
colgaban,they hung,colgar - to hang,conjugation:indicative-imperfect infinitive:colgar
comenzar,"to begin, to start (commence)",,conjugation:infinitive infinitive:comenzar
comenzaba,I began (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-imperfect infinitive:comenzar
comenzabas,you began (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-imperfect infinitive:comenzar
comenzaba,he began (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-imperfect infinitive:comenzar
comenzábamos,we began (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-imperfect infinitive:comenzar
comenzaban,they began (commence),"comenzar - to begin, to start (commence)",conjugation:indicative-imperfect infinitive:comenzar
comer,to eat,,conjugation:infinitive infinitive:comer
comía,I ate,comer - to eat,conjugation:indicative-imperfect infinitive:comer
comías,you ate,comer - to eat,conjugation:indicative-imperfect infinitive:comer
comía,he ate,comer - to eat,conjugation:indicative-imperfect infinitive:comer
